1.49850961,3.336720285,1.66320598,1.691407181,0
2.343852725,4.489871945,1.719881814,1.691407181,0
1.981562819,3.567350617,1.66320598,1.691407181,0
4.396828861,3.336720285,3.533508524,3.263815108,1
3.672249049,3.336720285,3.420156854,3.394849102,1
4.276065559,3.106089953,3.646860193,3.394849102,1
2.585379329,1.261047296,3.136777681,3.132781114,1
3.793012351,2.414198957,3.476832689,3.394849102,1
2.826905934,2.414198957,3.420156854,3.132781114,1
3.551485746,3.567350617,3.533508524,3.525883096,1
1.860799517,1.491677628,2.740046838,2.739679132,1
3.913775653,2.644829289,3.476832689,3.132781114,1
2.223089423,2.183568625,3.080101846,3.263815108,1
1.981562819,0.5691563003,2.853398508,2.739679132,1
3.068432538,2.875459621,3.25012935,3.394849102,1
3.18919584,1.030416964,3.136777681,2.739679132,1
3.309959142,2.644829289,3.533508524,3.263815108,1
2.706142631,2.644829289,2.910074342,3.132781114,1
4.034538955,3.106089953,3.36348102,3.263815108,1
2.706142631,2.875459621,3.420156854,3.394849102,1
2.947669236,2.183568625,3.193453516,2.739679132,1
3.430722444,1.030416964,3.420156854,3.394849102,1
2.706142631,1.72230796,3.080101846,2.870713126,1
3.068432538,3.336720285,3.590184358,3.787951084,1
3.309959142,2.414198957,3.136777681,3.132781114,1
3.551485746,1.72230796,3.646860193,3.394849102,1
3.309959142,2.414198957,3.533508524,3.00174712,1
3.672249049,2.644829289,3.306805185,3.132781114,1
3.913775653,2.875459621,3.36348102,3.263815108,1
4.155302257,2.414198957,3.590184358,3.263815108,1
4.034538955,2.875459621,3.703536028,3.65691709,1
3.18919584,2.644829289,3.420156854,3.394849102,1
2.826905934,1.952938293,2.853398508,2.739679132,1
2.585379329,1.491677628,3.023426012,2.870713126,1
2.585379329,1.491677628,2.966750177,2.739679132,1
2.947669236,2.183568625,3.080101846,3.00174712,1
3.18919584,2.183568625,3.760211862,3.525883096,1
2.464616027,2.875459621,3.420156854,3.394849102,1
3.18919584,3.797980949,3.420156854,3.525883096,1
4.034538955,3.106089953,3.533508524,3.394849102,1
3.551485746,1.261047296,3.36348102,3.132781114,1
2.706142631,2.875459621,3.193453516,3.132781114,1
2.585379329,1.72230796,3.136777681,3.132781114,1
2.585379329,1.952938293,3.36348102,3.00174712,1
3.309959142,2.875459621,3.476832689,3.263815108,1
2.947669236,1.952938293,3.136777681,3.00174712,1
1.981562819,1.261047296,2.740046838,2.739679132,1
2.706142631,2.183568625,3.25012935,3.132781114,1
2.826905934,2.875459621,3.25012935,3.00174712,1
2.826905934,2.644829289,3.25012935,3.132781114,1
3.430722444,2.644829289,3.306805185,3.132781114,1
2.102326121,1.72230796,2.570019334,2.870713126,1
2.826905934,2.414198957,3.193453516,3.132781114,1
3.551485746,3.567350617,4.270294374,4.705189041,2
2.947669236,2.183568625,3.760211862,3.918985077,2
4.517592163,2.875459621,4.21361854,4.181053065,2
3.551485746,2.644829289,4.043591036,3.787951084,2
3.793012351,2.875459621,4.156942705,4.312087059,2
5.121408674,2.875459621,4.610349382,4.181053065,2
1.860799517,1.72230796,3.420156854,3.65691709,2
4.759118768,2.644829289,4.440321878,3.787951084,2
4.034538955,1.72230796,4.156942705,3.787951084,2
4.638355466,4.259241613,4.326970209,4.705189041,2
3.793012351,3.336720285,3.760211862,4.050019071,2
3.672249049,2.183568625,3.873563532,3.918985077,2
4.155302257,2.875459621,3.986915201,4.181053065,2
2.826905934,1.72230796,3.703536028,4.050019071,2
2.947669236,2.414198957,3.760211862,4.574155047,2
3.672249049,3.336720285,3.873563532,4.443121053,2
3.793012351,2.875459621,3.986915201,3.787951084,2
5.242171976,4.720502277,4.667025217,4.312087059,2
5.242171976,1.952938293,4.780376886,4.443121053,2
3.18919584,1.030416964,3.703536028,3.394849102,2
4.276065559,3.336720285,4.10026687,4.443121053,2
2.706142631,2.414198957,3.646860193,4.050019071,2
5.242171976,2.414198957,4.667025217,4.050019071,2
3.551485746,2.183568625,3.646860193,3.787951084,2
4.034538955,3.567350617,4.10026687,4.181053065,2
4.638355466,3.336720285,4.270294374,3.787951084,2
3.430722444,2.414198957,3.590184358,3.787951084,2
3.309959142,2.875459621,3.646860193,3.787951084,2
3.672249049,2.414198957,4.043591036,4.181053065,2
4.638355466,2.875459621,4.156942705,3.525883096,2
4.87988207,2.414198957,4.326970209,3.918985077,2
5.483698581,4.720502277,4.496997713,4.050019071,2
3.672249049,2.414198957,4.043591036,4.312087059,2
3.551485746,2.414198957,3.760211862,3.394849102,2
3.309959142,1.952938293,4.043591036,3.263815108,2
5.242171976,2.875459621,4.326970209,4.443121053,2
3.551485746,3.797980949,4.043591036,4.574155047,2
3.672249049,3.106089953,3.986915201,3.787951084,2
3.18919584,2.875459621,3.590184358,3.787951084,2
4.276065559,3.106089953,3.930239366,4.181053065,2
4.034538955,3.106089953,4.043591036,4.574155047,2
4.276065559,3.106089953,3.760211862,4.443121053,2
2.947669236,2.183568625,3.760211862,3.918985077,2
4.155302257,3.336720285,4.21361854,4.443121053,2
4.034538955,3.567350617,4.10026687,4.705189041,2
4.034538955,2.875459621,3.816887697,4.443121053,2
3.551485746,1.72230796,3.703536028,3.918985077,2
3.793012351,2.875459621,3.816887697,4.050019071,2
3.430722444,3.797980949,3.930239366,4.443121053,2
3.068432538,2.875459621,3.760211862,3.787951084,2
